0.000,0.000,99999999
0.000,0.000,99999999
0.701,0.851,99996683.0
0.703,0.854,99996675.0
0.705,0.854,99996687.0
0.698,0.850,99996739.0
0.701,0.850,99996667.0
0.705,0.853,99996667.0
0.709,0.855,99996627.0
0.705,0.853,99996659.0
0.697,0.851,99996727.0
0.698,0.850,99996663.0
0.708,0.853,99996599.0
0.708,0.855,99996675.0
0.701,0.849,99996663.0
0.697,0.848,99996735.0
0.700,0.851,99996679.0
0.702,0.853,99996659.0
0.693,0.849,99996771.0
0.700,0.851,99996703.0
0.702,0.851,99996663.0
0.703,0.852,99996667.0
0.690,0.849,99996743.0
0.704,0.853,99996683.0
0.705,0.854,99996623.0
0.697,0.850,99996723.0
0.701,0.854,99996691.0
0.702,0.851,99996731.0
0.706,0.853,99996695.0
0.700,0.848,99996675.0
0.699,0.851,99996691.0
0.710,0.857,99996679.0
0.708,0.854,99996643.0
0.704,0.852,99996663.0
0.704,0.851,99996667.0
0.704,0.852,99996655.0
0.706,0.853,99996655.0
0.701,0.852,99996703.0
0.702,0.852,99996679.0
0.706,0.851,99996627.0
0.713,0.856,99996623.0
0.700,0.848,99996687.0
0.704,0.853,99996703.0
0.704,0.852,99996667.0
0.711,0.856,99996635.0
0.699,0.848,99996687.0
0.700,0.849,99996655.0
0.701,0.852,99996707.0
0.695,0.850,99996759.0
0.706,0.853,99996631.0
0.703,0.852,99996671.0
0.709,0.856,99996655.0
0.704,0.851,99996703.0
0.710,0.853,99996647.0
0.704,0.853,99996699.0
0.700,0.852,99996699.0
0.703,0.853,99996663.0
0.704,0.851,99996647.0
0.710,0.853,99996559.0
0.706,0.854,99996639.0
0.707,0.855,99996647.0
0.714,0.858,99996639.0
0.713,0.856,99996607.0
0.706,0.854,99996723.0
0.709,0.854,99996615.0
0.706,0.856,99996679.0
0.695,0.851,99996739.0
0.705,0.853,99996627.0
0.704,0.853,99996695.0
0.699,0.851,99996715.0
0.706,0.853,99996671.0
0.706,0.853,99996607.0
0.703,0.853,99996683.0
0.700,0.851,99996695.0
0.706,0.855,99996639.0
0.704,0.855,99996719.0
0.708,0.856,99996675.0
0.706,0.854,99996639.0
0.701,0.852,99996739.0
0.711,0.855,99996615.0
0.702,0.854,99996675.0
0.712,0.857,99996575.0
0.715,0.859,99996579.0
0.701,0.853,99996703.0
0.714,0.856,99996551.0
0.707,0.852,99996631.0
0.711,0.855,99996599.0
0.704,0.853,99996715.0
0.707,0.854,99996655.0
0.702,0.851,99996683.0
0.703,0.854,99996715.0
0.715,0.858,99996607.0
0.705,0.854,99996707.0
0.713,0.856,99996615.0
0.698,0.852,99996735.0
0.712,0.856,99996631.0
0.711,0.856,99996631.0
0.696,0.851,99996787.0
0.705,0.852,99996615.0
0.712,0.856,99996647.0
0.706,0.853,99996663.0
0.705,0.852,99996687.0
