0.4309,1420.7378943264484
0.6071,1410.1477676033974
0.5286,1466.81431132555
0.5677,1495.074711561203
0.5573,1470.9573358148336
0.5918,1415.5606348514557
0.5213,1484.9261216670275
0.5829,1446.3422354459763
0.5742,1457.6054651737213
0.5614,1490.6744710430503
0.5611,1458.6283292658627
0.6051,1388.6160747483373
0.5282,1446.6062442287803
0.5970,1397.977573364973
0.6004,1383.5441009253263
0.5259,1421.8051304593682
0.5693,1428.5334377884865
0.5815,1438.5079624056816
0.5498,1457.9731645695865
0.5712,1433.3729992210865
0.5813,1455.198089927435
0.5588,1431.020331904292
0.4905,1525.653610482812
0.5331,1448.551447801292
0.5159,1446.0397327169776
0.5489,1423.1832372397184
0.5308,1533.2613714560866
0.6000,1431.7595718838274
0.5800,1443.0985225737095
0.5209,1499.2991092801094
0.5415,1487.9373260810971
0.5894,1447.2741337120533
0.5767,1436.2083252817392
0.5555,1441.6102707386017
0.5548,1449.8572691977024
0.5324,1427.4355467408895
0.5197,1434.555656388402
0.5225,1501.5986487269402
0.4985,1470.1837180107832
0.6118,1444.7723033875227
0.5517,1367.3942137807608
0.5885,1477.0141692757607
0.5894,1445.806680880487
0.5556,1468.3955960981548
0.6061,1404.4710071235895
0.5864,1431.0265205055475
0.5436,1445.625303119421
0.5107,1466.0580785870552
0.5742,1455.0971980765462
0.5303,1476.34827414155
0.5473,1465.3315675407648
0.5758,1503.1975082084537
0.5598,1473.7926253080368
0.5616,1450.3441169932485
0.5351,1448.1448355466127
0.4913,1503.6756197214127
0.5714,1478.5027618259192
0.5811,1418.613510608673
0.6026,1421.836997449398
0.5555,1476.9510685354471
0.5414,1447.1502233371139
0.5691,1447.5794228166342
0.5385,1422.4293800145388
0.5277,1490.8557382076979
0.5262,1408.3366543129086
0.5500,1459.7517825588584
0.5954,1422.3800741359591
0.5470,1437.9245938062668
0.5645,1415.4002595469356
0.5427,1453.8400366976857
0.5166,1467.034865796566
0.5980,1435.8454258665442
0.5440,1403.8284744098783
0.6007,1400.8655214607716
0.5318,1469.1774529516697
0.5699,1427.031603038311
0.5237,1508.2520129680634
0.5849,1485.7738776803017
0.5619,1413.5626548752189
0.5150,1410.142454655841
0.5736,1378.7420276775956
0.5285,1433.494116872549
0.5714,1462.1785107553005
0.5282,1445.0939344018698
0.5702,1460.184668391943
0.5833,1381.1909701228142
0.5951,1416.9753103107214
0.5181,1446.2429515197873
0.5720,1462.1042841412127
0.5303,1448.6284344941378
0.5789,1452.763764873147
0.5420,1491.1133762449026
0.5914,1480.6000855714083
0.5618,1459.269040927291
0.5612,1474.8944196105003
0.5821,1455.055790990591
0.5497,1469.913205679506
0.5783,1470.7515754550695
0.5456,1509.1976781338453
0.5381,1457.853888399899
