0.000,0.000,99999999
0.000,0.000,99999999
0.881,0.957,99996479.0
0.884,0.957,99996463.0
0.880,0.956,99996483.0
0.878,0.957,99996511.0
0.887,0.958,99996459.0
0.873,0.954,99996511.0
0.881,0.957,99996459.0
0.884,0.957,99996415.0
0.889,0.960,99996531.0
0.884,0.958,99996439.0
0.891,0.958,99996467.0
0.884,0.957,99996479.0
0.888,0.959,99996467.0
0.878,0.956,99996507.0
0.884,0.957,99996451.0
0.886,0.957,99996415.0
0.890,0.959,99996443.0
0.883,0.957,99996495.0
0.889,0.959,99996403.0
0.876,0.955,99996471.0
0.887,0.959,99996495.0
0.887,0.957,99996411.0
0.887,0.958,99996447.0
0.891,0.960,99996355.0
0.884,0.958,99996451.0
0.889,0.959,99996371.0
0.890,0.959,99996407.0
0.881,0.957,99996539.0
0.886,0.958,99996395.0
0.885,0.957,99996487.0
0.887,0.958,99996435.0
0.884,0.958,99996479.0
0.888,0.958,99996451.0
0.883,0.956,99996463.0
0.877,0.955,99996527.0
0.884,0.958,99996371.0
0.879,0.957,99996487.0
0.887,0.958,99996471.0
0.883,0.958,99996515.0
0.888,0.960,99996435.0
0.885,0.958,99996471.0
0.887,0.957,99996403.0
0.883,0.957,99996483.0
0.887,0.958,99996491.0
0.892,0.960,99996471.0
0.886,0.958,99996431.0
0.890,0.960,99996487.0
0.889,0.960,99996527.0
0.889,0.958,99996419.0
0.886,0.958,99996419.0
0.887,0.958,99996535.0
0.885,0.958,99996471.0
0.878,0.955,99996487.0
0.887,0.959,99996479.0
0.890,0.960,99996423.0
0.880,0.956,99996499.0
0.881,0.957,99996491.0
0.880,0.957,99996463.0
0.888,0.958,99996415.0
0.895,0.961,99996403.0
0.885,0.956,99996419.0
0.881,0.957,99996467.0
0.881,0.957,99996503.0
0.887,0.959,99996391.0
0.887,0.958,99996419.0
0.886,0.958,99996423.0
0.884,0.957,99996543.0
0.884,0.958,99996483.0
0.883,0.958,99996523.0
0.879,0.956,99996451.0
0.885,0.957,99996455.0
0.883,0.957,99996407.0
0.881,0.956,99996475.0
0.890,0.960,99996483.0
0.882,0.956,99996503.0
0.889,0.959,99996367.0
0.884,0.959,99996519.0
0.894,0.960,99996455.0
0.880,0.956,99996407.0
0.883,0.956,99996371.0
0.882,0.957,99996443.0
0.885,0.957,99996419.0
0.879,0.956,99996499.0
0.887,0.959,99996487.0
0.894,0.960,99996419.0
0.878,0.955,99996543.0
0.875,0.955,99996487.0
0.879,0.956,99996419.0
0.891,0.958,99996407.0
0.888,0.958,99996455.0
0.888,0.958,99996351.0
0.886,0.957,99996463.0
0.876,0.955,99996491.0
0.882,0.957,99996507.0
0.884,0.957,99996483.0
0.883,0.957,99996407.0
0.885,0.959,99996527.0
0.883,0.957,99996331.0
0.885,0.957,99996443.0
0.879,0.955,99996431.0
