0.2252,481.3094472438097
0.4326,505.985205501318
0.4157,542.4479621052742
0.4217,535.9384687393904
0.4101,550.6512215584517
0.4211,494.9994597584009
0.4099,451.72329154610634
0.3735,550.660108178854
0.4222,537.1923385597765
0.4117,412.67213793098927
0.3877,527.822584208101
0.4376,492.11149720847607
0.4145,520.3348406553268
0.4027,512.8460664227605
0.3900,531.9888940155506
0.4222,524.2722828090191
0.4309,490.567710749805
0.4465,473.38446321338415
0.4157,528.6151916459203
0.3645,531.5326944291592
0.3331,534.2157731503248
0.3817,513.3052165433764
0.4132,544.0692472234368
0.4222,567.279876448214
0.4013,513.8928453922272
0.4439,481.2921919077635
0.4090,528.4369562715292
0.3941,500.02196491509676
0.4205,562.5232147574425
0.3914,437.1964105516672
0.4245,479.3927167728543
0.4050,473.2033273652196
0.4292,466.52724589407444
0.4238,486.7033754736185
0.4013,525.4960378110409
0.3922,503.7513167113066
0.4212,480.842373624444
0.3862,510.14893939346075
0.4304,542.2898941785097
0.3759,592.9230793043971
0.3439,563.386691249907
0.4345,492.74654057621956
0.3860,501.25592525303364
0.3686,486.02129033207893
0.4275,508.77962519973516
0.3873,501.48202031850815
0.4103,495.84883074462414
0.3697,518.7054868116975
0.3805,512.1921928972006
0.3680,543.1175455376506
0.3996,546.7779072076082
0.3732,476.87006637454033
0.3721,513.200764670968
0.4346,491.66444596648216
0.3605,514.0881769508123
0.4199,533.9685443788767
0.4218,539.0335883051157
0.4240,510.6651818603277
0.4207,503.6416092328727
0.4315,453.1532344073057
0.4283,475.6792649924755
0.4179,512.5019993707538
0.3918,527.0351756364107
0.4269,545.2880086004734
0.3749,514.0090904384851
0.4315,442.07224106788635
0.4012,485.25052466988564
0.4156,459.12479255348444
0.4126,529.9362181723118
0.4183,501.65746280550957
0.3857,533.7201297953725
0.4290,476.6802238225937
0.4440,443.97289249300957
0.4018,489.51716747134924
0.4023,521.658302128315
0.3817,520.7944223619998
0.4159,457.77834172546864
0.4198,460.07398107647896
0.4349,504.93999407067895
0.3789,525.7317048832774
0.4117,456.360163487494
0.4385,508.03234219551086
0.4086,510.55800162255764
0.3646,510.1184206828475
0.3984,544.7525980621576
0.3744,512.2102787718177
0.3965,502.55116449296474
0.4317,549.5284561514854
0.3879,505.6918997466564
0.3718,525.9698017761111
0.3988,548.0766137242317
0.3943,469.4564246311784
0.4070,556.8238654881716
0.4018,505.83229702711105
0.3901,455.8137200921774
0.4327,503.64252027124166
0.4049,474.1790713518858
0.4144,471.1808481067419
0.3996,520.47863034904
0.3931,532.9354019612074
