0.6723,99996071.0
0.6678,99996131.0
0.6675,99996079.0
0.6695,99996079.0
0.6528,99996219.0
0.6706,99996111.0
0.6626,99996159.0
0.6707,99996095.0
0.6721,99996087.0
0.6716,99996091.0
0.6589,99996163.0
0.6637,99996171.0
0.6668,99996131.0
0.6693,99996135.0
0.6727,99996027.0
0.6651,99996131.0
0.6600,99996111.0
0.6619,99996175.0
0.6685,99996083.0
0.6693,99996143.0
0.6653,99996111.0
0.6671,99996163.0
0.6699,99996083.0
0.6662,99996147.0
0.6715,99996103.0
0.6639,99996131.0
0.6662,99996123.0
0.6564,99996207.0
0.6703,99996079.0
0.6696,99996039.0
0.6609,99996231.0
0.6571,99996127.0
0.6709,99996083.0
0.6657,99996135.0
0.6618,99996071.0
0.6605,99996111.0
0.6599,99996175.0
0.6603,99996159.0
0.6593,99996219.0
0.6585,99996167.0
0.6566,99996235.0
0.6685,99996095.0
0.6604,99996151.0
0.6688,99996071.0
0.6677,99996119.0
0.6554,99996195.0
0.6679,99996063.0
0.6562,99996155.0
0.6580,99996175.0
0.6605,99996167.0
0.6601,99996179.0
0.6626,99996179.0
0.6610,99996155.0
0.6738,99996067.0
0.6584,99996183.0
0.6618,99996111.0
0.6594,99996219.0
0.6586,99996195.0
0.6650,99996123.0
0.6621,99996155.0
0.6677,99996067.0
0.6613,99996131.0
0.6583,99996175.0
0.6598,99996175.0
0.6761,99996059.0
0.6617,99996155.0
0.6651,99996131.0
0.6648,99996095.0
0.6610,99996171.0
0.6659,99996091.0
0.6644,99996111.0
0.6600,99996167.0
0.6627,99996135.0
0.6541,99996219.0
0.6651,99996131.0
0.6564,99996215.0
0.6628,99996199.0
0.6720,99996083.0
0.6665,99996087.0
0.6557,99996263.0
0.6654,99996159.0
0.6746,99996083.0
0.6655,99996139.0
0.6651,99996155.0
0.6657,99996099.0
0.6580,99996159.0
0.6627,99996159.0
0.6707,99996083.0
0.6700,99996147.0
0.6653,99996099.0
0.6655,99996175.0
0.6649,99996143.0
0.6633,99996095.0
0.6643,99996131.0
0.6637,99996131.0
0.6656,99996115.0
0.6714,99996123.0
0.6679,99996127.0
0.6597,99996115.0
0.6612,99996107.0
